,name,scores,texts
2392,510539610,3,"Ok but not easy to follow , haven't noticed a big difference"
2393,510539610,5,Have only used it for about 2 weeks now.  I was a physical therapist prior to going to medical school and I think the exercises are on point. Looking forward to progressing through the exercses and hopefully gaining some better pelvic floor control!
2394,510539610,5,This video is so great!  The graphics help me visualize the muscles involved and her instructions are excellent.
2395,510539610,5,"Excellent instruction and explanation. I did have a little difficulty with the DVD sticking but cleaned it twice and so far so good. Most Physical Therapist I have worked with start on the ""core"", which is good but I have found that for me this is the place to start. It seems to be at the very root of the problem. I am very appreciative of Tasha's excellent demonstrations and counting out loud reminders as to when  to squeeze so you don't have to try and watch the exercise while you are doing it once you are familiar with the process.  It is also broken up into workouts which is good so you learn one work out and when you are ready move on."
2396,510539610,5,Highly recommend this!
2397,510539610,5,"Love this, wish I had found it earlier.  Only been working out with it daily for a few days but already see results.  Easy to follow workout, very instructional and the instructor is great.  Thank you."
2398,510539610,5,"I purchased after doing a lot of research after finding out I had prolapsed bladder.

This has been in my opinion one of the most clear and sensible exercise videos for prolapse.

After being diagnosed I was depressed and didn't know what to do but then I got over it and did my homework and came across this.

My biggest problem is my own. Taking time.  When I am regular in my exercise I feel better and stronger and notice I pay attention to my posture and doing kegels on my own.

Tasha is very clear and caring. I highly recommend this dvd!"
2399,510539610,5,"I am fairly young (22) and after having my son 3.5 years ago I had a slight uterine prolapse. It was uncomfortable and I was worried it would get worse. Doctor told me my only real option was having the mesh put in or a hysterectomy when I was older, as I was still too young. I want more kids in the future, so that really was not an option.

This DVD starts slow, and you think these workouts really do nothing, but after just a week of use I could tell the difference! I have never been more grateful for a purchase than this one. I went from not being able to workout without discomfort, to not even remembering I had the issue. My gynecologist was actually surprised to realize things were holding up better without surgery."
2400,510539610,4,Great
2401,510539610,5,It has been very helpful. Highly recommended!
2402,510539610,4,This helped me understand the benefits
2403,510539610,5,Excellent DVD and resource for postpartum prolapse! Highly recommend!
2404,510539610,5,"I've only watched this once, but it seems easy enough. Wish I had more input on if it works."
2405,510539610,5,"This is a great video. Using this along with the IntiFit kegel exercise kit has given me total relieve. I'm very grateful that I found this video. I had stage 2 bladder prolapse, doctors told me just have more sex, at 65 I'd rather do laundry, and  besides you'd have to it everyday. They just make you feel that your old and useless. Which I'm not, I'm active, live on a hobby farm and I'm in great shape. Now I can do even more since I don't have to go to the bathroom all the time."
2406,510539610,5,"Well worth the money and more. I currently go to physical therapy as referred by my OB due to pelvic organ prolapse (after having my second child). My PT only tells me to do kegels, but I told her about Han-it and she says that I should keep doing the Hab-it videos if I have them. Strengthening the core is known to help strengthen the pelvic floor (many articles and women's magazines recommend similar exercises that Tasha Mulligan includes in her DVD).  I have been doing this DVD for 6 weeks (haven't skipped one day) and I feel a lot better. She says you can do every other day, but I had time due to maternity leave so I wanted to do as much as possible to improve faster. Just don't overdo the kegel portion.

Tips:
Go to her website Hab-it.com.
1. She has the videos in downloadable format to put in your phone. I didn't see this till later. Alternatively you can download a program like handbrake for your computer to convert DVD to QuickTime video to put on your phone, which I did. This gave me no excuses. I also screenshotted the exercises and saved them on my phone so by the time I did these exercises for weeks I only needed to see the screenshot and not open the video to prompt me to do the exercises.
2. She has a 7-day advanced workout so if these 4 workouts are getting too easy or you plateaued, buy the advanced workout! It's more variety, longer, and really kicks your butt. I bought this after I was doing all 4 exercises everyday and it was getting boring and long.

A nice side effect of these exercises is I'm more toned and lost some weight too! I still have some prolapse but my PT says it feels a lot less and my kegels are stronger too. This is an amazing program."
